text	label
plasmodium	O
and	O
other	O
pathogens	O
Additionally	O
we	O
proposed	O
and	O
validated	O
different	O
methods	O
of	O
fluorescence	O
quenching	O
and	O
tag	O
design	O
for	O
probes	O
that	O
are	O
suitable	O
for	O
UP	O
MCA	O
assays	O
Moreover	O
the	O
clinical	O
performance	O
of	O
the	O
Plasmodium	O
UP	O
MCA	O
assay	O
using	O
a	O
base	O
quenched	O
universal	O
probe	O
was	O
evaluated	O
using	O
226	O
samples	O
and	O
showed	O
a	O
sensitivity	O
of	O
100	O
164	O
164	O
and	O
specificity	O
of	O
100	O
62	O
62	O
at	O
a	O
99	O
confidence	O
interval	O
with	O
the	O
microscopy	O
method	O
as	O
the	O
gold	O
standard	O
In	O
summary	O
the	O
UP	O
MCA	O
assay	O
showed	O
excellent	O
sensitivity	O
specificity	O
and	O
accuracy	O
for	O
genotyping	O
Plasmodium	O
species	O
spp	O
Additionally	O
it	O
facilitates	O
convenient	O
and	O
rapid	O
Plasmodium	O
detection	O
in	O
routine	O
clinical	O
practice	O
and	O
has	O
great	O
potential	O
for	O
clinical	O
translation	O
malaria 	S-Disease
Plasmodium 	B-Organism
falciparum 	I-Organism
malaria 	S-Disease
histone 	B-Protien
deacetylases 	I-Protien
HDACs	S-Protien
antimalarial 	B-Chemical_Substance
drugs 	I-Chemical_Substance
The	O
evolution	O
of	O
resistance	O
to	O
practically	O
all	O
poses	O
a	O
challenge	O
to	O
the	O
current	O
malaria	O
elimination	O
and	O
eradication	O
efforts	O
Given	O
that	O
the	O
epigenome	O
of	O
governs	O
several	O
crucial	O
parasite	O
functions	O
pharmaceutical	O
interventions	O
with	O
transmission	O
blocking	O
potential	O
that	O
target	O
epigenetic	O
molecular	O
markers	O
and	O
regulatory	O
mechanisms	O
are	O
likely	O
to	O
encounter	O
drug	O
resistance	O
In	O
the	O
parasite	O
are	O
essential	O
epigenetic	O
modulators	O
that	O
regulate	O
cellular	O
transcriptional	O
rearrangements	O
notably	O
the	O
molecular	O
mechanisms	O
underlying	O
parasite	O
proliferation	O
and	O
differentiation	O
We	O
establish	O
Identification	O
of	O
lead	O
compounds	O
with	O
the	O
traditional	O
laboratory	O
approach	O
is	O
expensive	O
and	O
time	O
consuming	O
Nowadays	O
in	O
silico	O
techniques	O
have	O
emerged	O
as	O
a	O
promising	O
approach	O
for	O
lead	O
identification	O
In	O
this	O
study	O
we	O
aim	O
to	O
develop	O
robust	O
and	O
predictive	O
2D	O
QSAR	O
models	O
to	O
identify	O
lead	O
flavonoids	O
by	O
predicting	O
the	O
IC	O
Plasmodium 	B-Organism
falciparum	I-Organism
malaria 	S-Disease
ER	S-Anatomical_Substances
ER	S-Anatomical_Substances
ER 	S-Anatomical_Substances
ribosome	S-Anatomical_Substances
exported 	B-Protien
effectors 	I-Protien
HRP2 	S-Protien
HRP3	S-Protien
Pf3D7_1437000	S-Protien
Pf3D7_1437000	S-Protien
Pf3D7_1437000	S-Protien
red 	B-Anatomical_Substances
blood 	I-Anatomical_Substances
cell	E-Anatomical_Substances
acetyl 	B-Chemical_Substance
group 	I-Chemical_Substance
N	O
terminal	O
acetylation	O
is	O
a	O
common	O
eukaryotic	O
protein	O
modification	O
that	O
involves	O
the	O
addition	O
of	O
an	O
to	O
the	O
N	O
terminus	O
of	O
a	O
polypeptide	O
This	O
modification	O
is	O
largely	O
performed	O
by	O
cytosolic	O
N	O
terminal	O
acetyltransferases	O
NATs	O
Most	O
associate	O
with	O
the	O
acetylating	O
nascent	O
polypeptides	O
co	O
translationally	O
In	O
the	O
parasite	O
are	O
thought	O
to	O
be	O
translated	O
into	O
the	O
processed	O
by	O
the	O
aspartic	O
protease	O
plasmepsin	O
V	O
and	O
then	O
N	O
acetylated	O
despite	O
having	O
no	O
clear	O
access	O
to	O
cytosolic	O
NATs	O
Here	O
we	O
used	O
inducible	O
gene	O
deletion	O
and	O
post	O
transcriptional	O
knockdown	O
to	O
investigate	O
the	O
primary	O
resident	O
NAT	O
candidate	O
We	O
found	O
that	O
it	O
localizes	O
to	O
the	O
and	O
is	O
required	O
for	O
parasite	O
growth	O
However	O
depletion	O
of	O
ad	O
no	O
effect	O
on	O
protein	O
export	O
or	O
acetylation	O
of	O
the	O
exported	O
proteins	O
and	O
Despite	O
this	O
depletion	O
impedes	O
parasite	O
development	O
within	O
the	O
host	O
and	O
and	O
prevents	O
parasites	O
from	O
completing	O
genome	O
replication	O
Thus	O
this	O
work	O
provides	O
further	O
proof	O
of	O
N	O
terminal	O
acetylation	O
of	O
secretory	O
system	O
proteins	O
a	O
process	O
unique	O
to	O
apicomplexan	O
parasites	O
but	O
strongly	O
discounts	O
a	O
promising	O
candidate	O
for	O
this	O
post	O
translational	O
modification	O
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
mosquito 	S-Organism
A	O
new	O
database	O
of	O
the	O
Entomological	O
Inoculation	O
Rate	O
EIR	O
was	O
used	O
to	O
directly	O
link	O
the	O
risk	O
of	O
infectious	O
bites	O
to	O
climate	O
in	O
Sub	O
Saharan	O
Africa	O
Applying	O
a	O
statistical	O
mixed	O
model	O
framework	O
to	O
high	O
quality	O
monthly	O
EIR	O
measurements	O
collected	O
from	O
field	O
campaigns	O
in	O
Sub	O
Saharan	O
Africa	O
we	O
analyzed	O
the	O
impact	O
of	O
rainfall	O
and	O
temperature	O
seasonality	O
on	O
EIR	O
seasonality	O
and	O
determined	O
important	O
climate	O
drivers	O
of	O
seasonality	O
across	O
varied	O
climate	O
settings	O
in	O
the	O
region	O
We	O
observed	O
that	O
seasonal	O
transmission	O
was	O
within	O
a	O
temperature	O
window	O
of	O
15	O
C	O
40	O
C	O
and	O
was	O
sustained	O
if	O
average	O
temperature	O
was	O
well	O
above	O
15	O
C	O
or	O
below	O
40	O
C	O
Monthly	O
maximum	O
rainfall	O
for	O
seasonal	O
transmission	O
did	O
not	O
exceed	O
600	O
in	O
west	O
Central	O
Africa	O
and	O
400	O
mm	O
in	O
the	O
Sahel	O
Guinea	O
Savannah	O
and	O
East	O
Africa	O
Based	O
on	O
a	O
multi	O
regression	O
model	O
approach	O
rainfall	O
and	O
temperature	O
seasonality	O
were	O
found	O
to	O
be	O
significantly	O
associated	O
with	O
seasonality	O
in	O
all	O
parts	O
of	O
Sub	O
Saharan	O
Africa	O
except	O
in	O
west	O
Central	O
Africa	O
Topography	O
was	O
found	O
to	O
have	O
significant	O
influence	O
on	O
which	O
climate	O
variable	O
is	O
an	O
important	O
determinant	O
of	O
seasonality	O
in	O
East	O
Africa	O
Seasonal	O
malaria 	S-Disease
transmission	O
onset	O
lags	O
behind	O
rainfall	O
only	O
at	O
markedly	O
seasonal	O
rainfall	O
areas	O
such	O
as	O
Sahel	O
and	O
East	O
Africa	O
elsewhere	O
transmission	O
is	O
year	O
round	O
High	O
quality	O
EIR	O
measurements	O
can	O
usefully	O
supplement	O
established	O
metrics	O
for	O
seasonal	O
The	O
study	O
s	O
outcome	O
is	O
important	O
for	O
the	O
improvement	O
and	O
validation	O
of	O
weather	O
driven	O
dynamical	O
mathematica	O
models	O
that	O
directly	O
simulate	O
EIR	O
Our	O
results	O
can	O
contribute	O
to	O
the	O
development	O
of	O
fit	O
for	O
purpose	O
weather	O
driven	O
models	O
to	O
support	O
health	O
decision	O
making	O
in	O
the	O
fight	O
to	O
control	O
or	O
eliminate	O
malaria 	S-Disease
in	O
Sub	O
Saharan	O
Africa	O
glandular 	B-Anatomical_Substances
trichomes 	I-Anatomical_Substances
Artemisinin 	S-Chemical_Substance
Artemisinin 	S-Medication
is	O
a	O
sesquiterpene	O
lactone	O
produced	O
in	O
of	O
cerebral	B-Disease
malaria 	I-Disease
cerebral 	B-Disease
malaria 	I-Disease
Artemisinin	S-Chemical_Substance
artemisinin	S-Chemical_Substance
Artemisinin-based	B-Medication
combination 	I-Medication
therapy 	E-Medication
Neuroauditory	O
toxicity	O
should	O
always	O
be	O
borne	O
in	O
mind	O
prior	O
to	O
treatment	O
of	O
severe	O
conditions	O
like	O
and	O
due	O
attention	O
should	O
be	O
paid	O
to	O
auditory	O
monitoring	O
is	O
the	O
best	O
available	O
treatment	O
for	O
however	O
its	O
attribution	O
to	O
hearing	O
loss	O
remains	O
undetermined	O
This	O
report	O
manifests	O
ototoxic	O
effect	O
of	O
toxoplasmosis	S-Disease
inflammatory 	B-Protien
mediators 	I-Protien
toxoplasmosis 	S-Disease
inflammatory	B-Protien
 and regulatory 	I-Protien
plasma mediators	E-Protien
toxoplasmosis	S-Disease
To	O
evaluate	O
the	O
available	O
information	O
on	O
in	O
pregnant	O
women	O
PW	O
diagnosed	O
with	O
toxoplasmosis	O
Source	O
The	O
PubMed	O
Embase	O
Scopus	O
and	O
Lilacs	O
databases	O
were	O
evaluated	O
until	O
October	O
2022	O
Study	O
eligibility	O
criteria	O
This	O
review	O
was	O
carried	O
out	O
following	O
the	O
PRISMA	O
and	O
registered	O
on	O
the	O
PROSPERO	O
platform	O
CRD42020203951	O
Studies	O
that	O
reported	O
in	O
PW	O
with	O
were	O
considered	O
nAfter	O
excluding	O
duplicate	O
articles	O
two	O
authors	O
independently	O
carried	O
out	O
the	O
process	O
of	O
title	O
and	O
abstract	O
exclusion	O
and	O
a	O
third	O
resolved	O
disagreements	O
when	O
necessary	O
The	O
full	O
text	O
was	O
evaluated	O
to	O
detect	O
related	O
articles	O
The	O
extraction	O
table	O
was	O
built	O
from	O
the	O
following	O
data	O
Author	O
year	O
of	O
publication	O
journal	O
name	O
and	O
impact	O
factors	O
country	O
study	O
design	O
number	O
of	O
gestations	O
and	O
maternal	O
age	O
years	O
gestational	O
period	O
diagnosis	O
of	O
levels	O
of	O
inflammatory	O
markers	O
laboratory	O
tests	O
and	O
clinical	O
significance	O
Methodological	O
quality	O
was	O
assessed	O
using	O
Joanna	O
Briggs	O
Institute	O
tools	O
nOf	O
the	O
1	O
024	O
studies	O
reported	O
only	O
eight	O
were	O
included	O
Of	O
the	O
868	O
PW	O
included	O
in	O
this	O
review	O
20	O
2	O
were	O
IgM	O
IgG	O
and	O
50	O
8	O
were	O
IgM	O
IgG	O
to	O
nImmune	O
status	O
in	O
PW	O
defined	O
the	O
course	O
of	O
the	O
nhttps	O
www	O
crd	O
york	O
ac	O
uk	O
prospero	O
identifier	O
CRD420203951	O
mosquito	S-Organism
mosquito-borne	B-Disease
disease 	I-Disease
mosquito 	B-Anatomical_Substances
midgut 	I-Anatomical_Substances
bacterial 	B-Chemical_Substance
symbionts 	I-Chemical_Substance
Novel	O
ideas	O
for	O
control	O
of	O
include	O
the	O
use	O
of	O
to	O
reduce	O
transmission	O
Bacteria	O
belonging	O
to	O
the	O
family	O
Enterobacteriaceae	O
isolated	O
from	O
have	O
shown	O
promise	O
in	O
limiting	O
COVID-19	S-Disease
malaria 	S-Disease
New	O
vaccines	O
to	O
prevent	O
and	O
underscore	O
the	O
importance	O
of	O
scientific	O
advances	O
to	O
promote	O
public	O
health	O
globally	O
How	O
is	O
credit	O
for	O
such	O
scientific	O
discoveries	O
attributed	O
and	O
who	O
benefits	O
The	O
complex	O
narrative	O
of	O
Amitav	O
Ghosh	O
s	O
The	O
Calcutta	O
Chromosome	O
both	O
historical	O
and	O
speculative	O
demonstrates	O
how	O
medicine	O
has	O
come	O
to	O
value	O
particular	O
kinds	O
of	O
advances	O
over	O
others	O
prompting	O
readers	O
to	O
question	O
who	O
controls	O
access	O
to	O
resources	O
and	O
at	O
what	O
cost	O
to	O
global	O
populations	O
In	O
Ghosh	O
s	O
imagined	O
world	O
scientific	O
discovery	O
is	O
evaluated	O
and	O
rewarded	O
and	O
ultimately	O
deemed	O
necessary	O
for	O
its	O
ability	O
to	O
serve	O
communal	O
public	O
health	O
needs	O
P	B-Disease
falciparum 	I-Disease
malaria 	E-Disease
placenta	S-Anatomical_Substances
placenta	S-Anatomical_Substances
infected 	B-Anatomical_Substances
erythrocytes 	I-Anatomical_Substances
IEs	S-Anatomical_Substances
VAR2CSA 	S-Protien
VAR2CSA	S-Protien
VAR2CSA	S-Protien
VAR2CSA	S-Protien
VAR2CSA	S-Gene
VAR2CSA 	S-Gene
VAR2CSA	S-Gene
VAR2CSA	S-Gene
Parasitemia	O
among	O
pregnant	O
women	O
with	O
protective	O
immunity	O
to	O
is	O
often	O
dominated	O
by	O
positive	O
mediates	O
sequestration	O
of	O
IEs	O
in	O
the	O
We	O
hypothesized	O
that	O
the	O
previously	O
observed	O
spontaneous	O
post	O
partum	O
clearance	O
of	O
parasitemia	O
in	O
such	O
women	O
is	O
related	O
to	O
the	O
expulsion	O
of	O
the	O
which	O
removes	O
the	O
sequestration	O
focus	O
of	O
positive	O
IEs	O
We	O
assessed	O
parasitemias	O
and	O
gene	O
transcription	O
before	O
and	O
shortly	O
after	O
delivery	O
in	O
17	O
Ghanaian	O
women	O
The	O
precipitous	O
decline	O
in	O
parasitemia	O
post	O
partum	O
was	O
accompanied	O
by	O
selective	O
reduction	O
in	O
transcription	O
of	O
the	O
gene	O
encoding	O
Our	O
findings	O
provide	O
a	O
mechanistic	O
explanation	O
for	O
the	O
earlier	O
observation	O
C57BL/6	B-Organism
mice 	I-Organism
AML-12	B-Organism
cells 	I-Organism
AML-12	B-Organism
cells	I-Organism
malaria	S-Disease
jaundice	S-Disease
dysmenorrhea	S-Disease
edema	S-Disease
jaundice	S-Disease
malaria	S-Disease
lump 	B-Disease
accumulation	I-Disease
throat 	B-Disease
obstruction	I-Disease
alcoholic 	B-Disease
steatohepatitis 	I-Disease
ASH	S-Disease
ASH 	S-Disease
Verbenalin 	S-Chemical_Substance
Verbenalin 	S-Chemical_Substance
verbenalin 	S-Chemical_Substance
verbenalin 	S-Chemical_Substance
Verbenalin 	S-Chemical_Substance
Verbenalin 	S-Chemical_Substance
verbenalin 	S-Chemical_Substance
alcoholic 	B-Disease
steatohepatitis	I-Disease
verbenalin	S-Chemical_Substance
Verbenalin 	S-Chemical_Substance
ethanol	S-Chemical_Substance
acetaminophen 	S-Chemical_Substance
Palmitic 	B-Chemical_Substance
acid 	I-Chemical_Substance
oleic 	B-Chemical_Substance
acid 	I-Chemical_Substance
PA	S-Chemical_Substance
OA	S-Chemical_Substance
MDMX 	S-Protien
PPARα 	S-Protien
MDMX 	S-Protien
MDMX 	S-Protien
MDMX	S-Protien
PPARα	S-Protien
PPARα 	S-Protien
MDMX 	S-Protien
is	O
a	O
major	O
compound	O
in	O
Verbena	O
officinalis	O
L	O
Verbena	O
officinalis	O
L	O
was	O
first	O
recorded	O
in	O
the	O
Supplementary	O
Records	O
of	O
Famous	O
Physicians	O
VE	O
is	O
its	O
active	O
constituent	O
and	O
has	O
been	O
found	O
to	O
have	O
many	O
biological	O
effects	O
including	O
anti	O
obesity	O
anti	O
inflammatory	O
and	O
antioxidant	O
activities	O
removing	O
and	O
treating	O
It	O
could	O
treat	O
and	O
liver 	S-Anatomical_Substances
injuries	O
have	O
been	O
proven	O
to	O
benefit	O
from	O
To	O
study	O
the	O
effects	O
of	O
on	O
the	O
prevention	O
of	O
through	O
the	O
regulation	O
of	O
oxidative	O
stress	O
and	O
mitochondrial	O
dysfunction	O
by	O
regulating	O
Murine	O
double	O
minute	O
X	O
Peroxisome	O
proliferator	O
activated	O
receptor	O
alpha	O
mediated	O
ferroptosis	O
treated	O
with	O
alcohol	O
followed	O
by	O
the	O
Gao	O
Binge	O
protocol	O
were	O
administered	O
verbenalin	O
by	O
gavage	O
simultaneously	O
The	O
mitochondrial	O
mass	O
and	O
morphology	O
were	O
visualized	O
using	O
TEM	O
were	O
stimulated	O
with	O
ethanol	O
to	O
mimic	O
in	O
vitro	O
Western	O
blotting	O
co	O
immunoprecipitation	O
and	O
kit	O
determination	O
were	O
simultaneously	O
performed	O
The	O
target	O
protein	O
of	O
verbenalin	O
was	O
identified	O
by	O
molecular	O
docking	O
and	O
cellular	O
thermal	O
shift	O
assay	O
CETSA	O
further	O
confirmed	O
its	O
interactions	O
alleviates	O
oxidative	O
stress	O
and	O
ferroptosis	O
in	O
alcohol	O
associated	O
steatohepatitis	O
To	O
elucidate	O
the	O
molecular	O
mechanism	O
by	O
which	O
inhibits	O
abnormal	O
mitochondrial	O
dysfunction	O
molecular	O
docking	O
was	O
performed	O
and	O
MDMX	O
was	O
identified	O
as	O
the	O
target	O
protein	O
of	O
verbenalin	S-Chemical_Substance
CETSA	O
assays	O
revealed	O
a	O
specific	O
interaction	O
between	O
and	O
verbenalin	S-Chemical_Substance
Co	O
immunoprecipitation	O
demonstrated	O
that	O
played	O
a	O
critical	O
role	O
in	O
promoting	O
the	O
ability	O
of	O
to	O
affect	O
ferroptosis	O
regulates	O
mediated	O
ferroptosis	O
in	O
regulates	O
ferroptosis	O
and	O
highlights	O
the	O
therapeutic	O
potential	O
of	O
and	O
ferroptosis	O
inhibition	O
in	O
reducing	O
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
mosquitoes 	S-Organism
Mosquitoes 	S-Organism
mosquitoes 	S-Organism
Anopheles 	B-Organism
arabiensis 	I-Organism
Anopheles 	B-Organism
funestus 	I-Organism
An	B-Organism
arabiensis 	I-Organism
An	B-Organism
funestus	I-Organism
mosquitoes	S-Organism
eave 	B-Anatomical_Substances
ribbons 	I-Anatomical_Substances
sandals 	S-Anatomical_Substances
eave 	B-Anatomical_Substances
ribbons 	I-Anatomical_Substances
mosquitoes 	S-Organism
eave 	B-Anatomical_Substances
ribbons 	I-Anatomical_Substances
transfluthrin	S-Chemical_Substance
transfluthrin	S-Chemical_Substance
Transfluthrin	S-Chemical_Substance
transfluthrin	S-Chemical_Substance
mosquitoes 	S-Organism
ITNs	S-Medication
insecticide	B-Medication
treated 	I-Medication
nets 	E-Medication
ITNs 	S-Medication
ITN 	S-Medication
An	B-Organism
arabiensis 	I-Organism
Early	O
evening	O
and	O
outdoor	O
biting	O
may	O
compromise	O
the	O
effectiveness	O
of	O
frontline	O
interventions	O
notably	O
This	O
study	O
aimed	O
to	O
evaluate	O
the	O
efficacy	O
of	O
low	O
cost	O
insecticide	O
treated	O
and	O
as	O
supplementary	O
interventions	O
against	O
indoor	O
biting	O
and	O
outdoor	O
biting	O
in	O
south	O
eastern	O
Tanzania	O
where	O
are	O
already	O
widely	O
used	O
nThis	O
study	O
was	O
conducted	O
in	O
three	O
villages	O
with	O
72	O
households	O
participating	O
24	O
households	O
per	O
village	O
The	O
households	O
were	O
divided	O
into	O
four	O
study	O
arms	O
and	O
assigned	O
treated	O
sandals	O
TS	O
treated	O
TER	O
a	O
combination	O
of	O
TER	O
and	O
TS	O
or	O
experimental	O
controls	O
Each	O
arm	O
had	O
18	O
households	O
and	O
all	O
households	O
received	O
new	O
ITNs	S-Medication
were	O
collected	O
using	O
double	O
net	O
traps	O
to	O
assess	O
outdoor	O
biting	O
CDC	O
light	O
traps	O
to	O
assess	O
indoor	O
biting	O
and	O
Prokopack	O
aspirators	O
to	O
assess	O
indoor	O
resting	O
Protection	O
provided	O
by	O
the	O
interventions	O
was	O
evaluated	O
by	O
comparing	O
mosquito	O
densities	O
between	O
the	O
treatment	O
and	O
control	O
arms	O
Additional	O
tests	O
were	O
done	O
in	O
experimental	O
huts	O
to	O
assess	O
the	O
mortality	O
of	O
wild	O
exposed	O
to	O
the	O
treatments	O
or	O
controls	O
nTERs	O
reduced	O
indoor	O
biting	O
indoor	O
resting	O
and	O
outdoor	O
biting	O
by	O
60	O
73	O
and	O
41	O
respectively	O
while	O
TS	O
reduced	O
the	O
densities	O
by	O
18	O
40	O
and	O
42	O
respectively	O
When	O
used	O
together	O
TER	O
TS	O
reduced	O
indoor	O
biting	O
indoor	O
resting	O
and	O
outdoor	O
biting	O
by	O
53	O
67	O
and	O
57	O
respectively	O
Protection	O
against	O
ranged	O
from	O
42	O
to	O
69	O
with	O
TER	O
and	O
from	O
57	O
to	O
74	O
with	O
TER	O
TS	O
combined	O
Mortality	O
of	O
field	O
collected	O
exposed	O
to	O
TER	O
TS	O
or	O
both	O
interventions	O
was	O
56	O
78	O
for	O
and	O
47	O
74	O
for	O
treated	O
sandals 	S-Anatomical_Substances
and	O
or	O
their	O
combination	O
can	O
offer	O
significant	O
household	O
level	O
protection	O
against	O
vectors	O
Their	O
efficacy	O
is	O
magnified	O
by	O
the	O
induced	O
mortality	O
which	O
was	O
observed	O
despite	O
the	O
prevailing	O
pyrethroid	O
resistance	O
in	O
the	O
study	O
area	O
These	O
results	O
suggest	O
that	O
TER	O
and	O
TS	O
could	O
be	O
useful	O
supplementary	O
tools	O
against	O
residual	O
transmission	O
in	O
areas	O
where	O
coverage	O
is	O
high	O
but	O
additional	O
protection	O
is	O
needed	O
against	O
early	O
evening	O
and	O
outdoor	O
biting	O
Further	O
research	O
is	O
needed	O
to	O
validate	O
the	O
performance	O
of	O
these	O
tools	O
in	O
different	O
settings	O
and	O
assess	O
their	O
long	O
term	O
effectiveness	O
and	O
feasibility	O
for	O
control	O
hepatitis 	B-Disease
B/C	I-Disease
viruses	E-Disease
alcoholic/nonalcoholic	B-Disease
fatty 	I-Disease
liver	E-Disease
malaria	S-Disease
monogenic 	B-Disease
diseases	I-Disease
drug-induced	B-Disease
liver 	I-Disease
injury	E-Disease
liver 	S-Anatomical_Substances
liver 	S-Anatomical_Substances
 hepatocyte-like	B-Anatomical_Substances
cells 	I-Anatomical_Substances
HLCs	S-Anatomical_Substances
liver 	S-Anatomical_Substances
HLC 	S-Anatomical_Substances
HLC 	S-Anatomical_Substances
HLC 	S-Anatomical_Substances
HLCs 	S-Anatomical_Substances
induced 	B-Anatomical_Substances
pluripotent 	I-Anatomical_Substances
stem cells	E-Anatomical_Substances
embryonic 	B-Anatomical_Substances
stem 	I-Anatomical_Substances
cells 	E-Anatomical_Substances
spheroids	S-Anatomical_Substances
organoids 	S-Anatomical_Substances
microfluidic 	B-Anatomical_Substances
devices 	I-Anatomical_Substances
Several	O
liver 	S-Anatomical_Substances
diseases	O
eg	O
significantly	O
impact	O
global	O
mortality	O
and	O
morbidity	O
Species	O
specific	O
differences	O
in	O
functions	O
limits	O
the	O
use	O
of	O
animals	O
to	O
fully	O
elucidate	O
predict	O
human	O
outcomes	O
therefore	O
in	O
vitro	O
human	O
models	O
are	O
used	O
for	O
basic	O
and	O
translational	O
research	O
to	O
complement	O
animal	O
studies	O
However	O
primary	O
human	O
cells	O
are	O
in	O
short	O
supply	O
and	O
display	O
donor	O
to	O
donor	O
variability	O
in	O
viability	O
quality	O
In	O
contrast	O
human	O
differentiated	O
from	O
and	O
are	O
a	O
near	O
infinite	O
cell	O
resource	O
that	O
retains	O
the	O
patient	O
donor	O
s	O
genetic	O
background	O
however	O
conventional	O
protocols	O
yield	O
immature	O
phenotypes	O
maturation	O
can	O
be	O
significantly	O
improved	O
using	O
advanced	O
techniques	O
such	O
as	O
protein	O
micropatterning	O
to	O
precisely	O
control	O
cell	O
cell	O
interactions	O
controlled	O
sized	O
with	O
multiple	O
cell	O
types	O
and	O
layers	O
3	O
dimensional	O
bioprinting	O
to	O
spatially	O
control	O
cell	O
populations	O
for	O
automated	O
nutrient	O
exchange	O
and	O
to	O
induce	O
liver 	S-Anatomical_Substances
zonation	O
via	O
soluble	O
factor	O
gradients	O
and	O
synthetic	O
biology	O
to	O
genetically	O
modify	O
the	O
to	O
accelerate	O
and	O
enhance	O
maturation	O
Here	O
we	O
present	O
design	O
features	O
and	O
characterization	O
for	O
representative	O
advanced	O
maturation	O
platforms	O
and	O
then	O
discuss	O
use	O
for	O
modeling	O
various	O
liver 	S-Anatomical_Substances
diseases	O
Lastly	O
we	O
discuss	O
desirable	O
advances	O
to	O
move	O
this	O
field	O
forward	O
We	O
anticipate	O
that	O
with	O
continued	O
advances	O
in	O
this	O
space	O
pluripotent 	B-Anatomical_Substances
stem 	I-Anatomical_Substances
cell	E-Anatomical_Substances
liver 	S-Anatomical_Substances
derived	O
models	O
will	O
provide	O
human	O
relevant	O
data	O
much	O
earlier	O
in	O
preclinical	O
drug	O
development	O
and	O
reduce	O
animal	O
usage	O
help	O
elucidate	O
liver 	S-Anatomical_Substances
disease	O
mechanisms	O
for	O
the	O
discovery	O
of	O
efficacious	O
and	O
safe	O
therapeutics	O
and	O
be	O
useful	O
as	O
cell	O
based	O
therapies	O
for	O
patients	O
suffering	O
from	O
end	O
stage	O
liver 	S-Anatomical_Substances
failure	O
malaria 	S-Disease
Plasmodium 	B-Organism
falciparum 	I-Organism
In	O
endemic	O
regions	O
transmission	O
of	O
parasites	O
is	O
often	O
seasonal	O
with	O
very	O
low	O
transmission	O
during	O
the	O
dry	O
season	O
and	O
high	O
transmission	O
in	O
the	O
wet	O
season	O
Parasites	O
survive	O
the	O
dry	O
season	O
within	O
some	O
individuals	O
who	O
experience	O
prolonged	O
carriage	O
of	O
parasites	O
and	O
are	O
thought	O
to	O
seed	O
infection	O
in	O
the	O
next	O
transmission	O
season	O
Dry	O
season	O
carriers	O
and	O
their	O
role	O
in	O
the	O
subsequent	O
transmission	O
season	O
are	O
characterized	O
using	O
a	O
combination	O
of	O
mathematical	O
simulations	O
and	O
data	O
analysis	O
of	O
previously	O
described	O
data	O
from	O
a	O
longitudinal	O
study	O
in	O
Mali	O
of	O
individuals	O
aged	O
3	O
months	O
12	O
years	O
n	O
579	O
Simulating	O
the	O
life	O
history	O
of	O
individuals	O
experiencing	O
repeated	O
exposure	O
to	O
infection	O
predicts	O
that	O
dry	O
season	O
carriage	O
is	O
more	O
likely	O
in	O
the	O
oldest	O
most	O
exposed	O
and	O
most	O
immune	O
individuals	O
This	O
hypothesis	O
is	O
supported	O
by	O
the	O
data	O
from	O
Mali	O
which	O
shows	O
that	O
carriers	O
are	O
significantly	O
older	O
experience	O
a	O
higher	O
biting	O
rate	O
at	O
the	O
beginning	O
of	O
the	O
transmission	O
season	O
and	O
develop	O
clinical	O
malaria	O
later	O
than	O
non	O
carriers	O
Further	O
since	O
the	O
most	O
exposed	O
individuals	O
in	O
a	O
community	O
are	O
most	O
likely	O
to	O
be	O
dry	O
season	O
carriers	O
this	O
is	O
predicted	O
to	O
enable	O
a	O
more	O
than	O
twofold	O
faster	O
spread	O
of	O
parasites	O
into	O
the	O
mosquito	O
population	O
at	O
the	O
start	O
of	O
the	O
subsequent	O
wet	O
season	O
Carriage	O
of	O
malaria 	S-Disease
parasites	O
over	O
the	O
months	O
long	O
dry	O
season	O
in	O
Mali	O
is	O
most	O
likely	O
in	O
the	O
older	O
more	O
exposed	O
and	O
more	O
immune	O
children	O
These	O
children	O
may	O
act	O
as	O
super	O
spreaders	O
facilitating	O
the	O
fast	O
spread	O
of	O
parasites	O
at	O
the	O
beginning	O
of	O
the	O
next	O
transmission	O
season	O
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
malaria 	S-Disease
In	O
2019	O
an	O
estimated	O
409	O
000	O
people	O
died	O
of	O
and	O
most	O
of	O
them	O
were	O
young	O
children	O
in	O
sub	O
Saharan	O
Africa	O
In	O
a	O
bid	O
to	O
combat	O
epidemics	O
several	O
technological	O
innovations	O
that	O
have	O
contributed	O
significantly	O
to	O
response	O
have	O
been	O
developed	O
across	O
the	O
world	O
This	O
paper	O
presents	O
a	O
systematized	O
review	O
and	O
identifies	O
key	O
technological	O
innovations	O
that	O
have	O
been	O
developed	O
worldwide	O
targeting	O
different	O
areas	O
of	O
the	O
response	O
which	O
include	O
surveillance	O
microplanning	O
prevention	O
diagnosis	O
and	O
management	O
A	O
systematized	O
literature	O
review	O
which	O
involved	O
a	O
structured	O
search	O
